package	total
bioconductor-cellhashr	694
bioconductor-cellhts2	36434
bioconductor-cellid	12926
bioconductor-cellity	22162
bioconductor-cellmapper	40214
bioconductor-cellmapperdata	23048
bioconductor-cellmigration	7337
bioconductor-cellmixs	22183
bioconductor-cellnoptr	51482
bioconductor-cellscape	22290
bioconductor-cellscore	23083
bioconductor-celltrails	22253
bioconductor-celltree	22765
bioconductor-cellxgenedp	4351
bioconductor-cemitool	25216
bioconductor-censcyt	9284
bioconductor-cepo	5747
bioconductor-cernanetsim	16789
bioconductor-cetf	18852
bioconductor-ceu1kg	10667
bioconductor-ceu1kgv	12812
bioconductor-ceuhm3	10385
bioconductor-cexor	41978
bioconductor-cfassay	39709
bioconductor-cfdnakit	1185
bioconductor-cfdnapro	7252
bioconductor-cftools	1791
bioconductor-cftoolsdata	1210
bioconductor-cgdv17	12961
bioconductor-cgen	27231
bioconductor-cghbase	49628
bioconductor-cghcall	53767
bioconductor-cghmcr	37179
bioconductor-cghnormaliter	32664
bioconductor-cghregions	38835
bioconductor-champ	18272
bioconductor-champdata	23742
bioconductor-charge	10978
bioconductor-charm	2730
bioconductor-charmdata	2659
bioconductor-chemminedrugs	4694
bioconductor-chemmineob	4532
bioconductor-chemminer	50347
bioconductor-chetah	20417
bioconductor-chic	21867
bioconductor-chic.data	22544
bioconductor-chicago	46581
bioconductor-chicken.db	6884
bioconductor-chicken.db0	22825
bioconductor-chickencdf	4971
bioconductor-chickenprobe	4716
bioconductor-chihaya	2577
bioconductor-chimera	32299
bioconductor-chimeraviz	35953
bioconductor-chimp.db0	22699
bioconductor-chimphumanbraindata	20931
bioconductor-chipanalyser	22574
bioconductor-chipcomp	54781
bioconductor-chipenrich	22853
bioconductor-chipenrich.data	19971
bioconductor-chipexoqual	22804
bioconductor-chipexoqualexample	23561
bioconductor-chippeakanno	42460
bioconductor-chipqc	47728
bioconductor-chipseeker	69052
bioconductor-chipseq	57292
bioconductor-chipseqdbdata	20233
bioconductor-chipseqr	31313
bioconductor-chipseqspike	13841
bioconductor-chipsim	33111
bioconductor-chipxpress	27253
bioconductor-chipxpressdata	29609
bioconductor-chopsticks	41671
bioconductor-chrogps	7919
bioconductor-chromdraw	47263
bioconductor-chromheatmap	32136
bioconductor-chromhmmdata	3002
bioconductor-chromplot	38267
bioconductor-chromscape	13497
bioconductor-chromstar	47772
bioconductor-chromstardata	38290
bioconductor-chromswitch	21919
bioconductor-chromvar	48437
bioconductor-chronos	39634
bioconductor-cicero	26890
bioconductor-cimice	8732
bioconductor-cindex	33329
bioconductor-circrnaprofiler	19063
bioconductor-circseqaligntk	2750
bioconductor-cispath	41781
bioconductor-citefuse	14899
bioconductor-citruscdf	4674
bioconductor-citrusprobe	5236
bioconductor-clariomdhumanprobeset.db	6866
bioconductor-clariomdhumantranscriptcluster.db	6966
bioconductor-clariomshumanhttranscriptcluster.db	6909
bioconductor-clariomshumantranscriptcluster.db	6727
bioconductor-clariomsmousehttranscriptcluster.db	6883
bioconductor-clariomsmousetranscriptcluster.db	6881
bioconductor-clariomsrathttranscriptcluster.db	6840
bioconductor-clariomsrattranscriptcluster.db	7890
bioconductor-classifyr	36955
bioconductor-cleanupdtseq	32898
bioconductor-cleanuprnaseq	112
bioconductor-cleaver	37206
bioconductor-clevrvis	2481
bioconductor-clippda	23503
bioconductor-clipper	30437
bioconductor-cliprofiler	6209
bioconductor-cliquems	17550
bioconductor-cll	22549
bioconductor-cllmethylation	20719
bioconductor-clomial	38435
bioconductor-clonality	36270
bioconductor-clonotyper	28603
bioconductor-clst	32692
bioconductor-clstutils	32668
bioconductor-clumsid	18115
bioconductor-clumsiddata	19041
bioconductor-clustall	64
bioconductor-clustcomp	35931
bioconductor-clusterexperiment	35453
bioconductor-clusterfoldsimilarity	222
bioconductor-clusterjudge	25282
bioconductor-clusterprofiler	104841
bioconductor-clusterseq	21492
bioconductor-clustersignificance	32320
bioconductor-clusterstab	31698
bioconductor-clustifyr	14288
bioconductor-clustifyrdatahub	11724
bioconductor-clustirr	1034
bioconductor-cma	33401
bioconductor-cmap	8720
bioconductor-cmap2data	35180
bioconductor-cmapr	12390
bioconductor-cn.farms	41017
bioconductor-cn.mops	71409
bioconductor-cnanorm	47949
bioconductor-cner	62995
bioconductor-cnordt	34200
bioconductor-cnorfeeder	21703
bioconductor-cnorfuzzy	40809
bioconductor-cnorode	40852
bioconductor-cnpbayes	9028
bioconductor-cntools	48820
bioconductor-cnvfilter	19904
bioconductor-cnvgears	8154
bioconductor-cnvgsa	33133
bioconductor-cnvgsadata	20715
bioconductor-cnviz	7282
bioconductor-cnvmetrics	4287
bioconductor-cnvpanelizer	32395
bioconductor-cnvranger	22552
bioconductor-cnvrd2	20477
bioconductor-cnvtools	26129
bioconductor-cobindr	11064
bioconductor-cocitestats	21865
bioconductor-cocoa	21800
bioconductor-codelink	33308
bioconductor-codex	37776
bioconductor-coexnet	20236
bioconductor-cogaps	29794
bioconductor-cogena	34075
bioconductor-cogeqc	4223
bioconductor-cogito	4979
bioconductor-cogps	33107
bioconductor-cohcap	41931
bioconductor-cohcapanno	35738
bioconductor-cola	26785
bioconductor-colonca	20773
bioconductor-comapr	4196
bioconductor-combi	11630
bioconductor-comet	20769
bioconductor-comethdmr	4257
bioconductor-compartmap	20993
bioconductor-compass	52415
bioconductor-compcoder	26194
bioconductor-compepitools	38904
bioconductor-compgo	10631
bioconductor-complexheatmap	111447
bioconductor-compounddb	4342
bioconductor-compran	9409
bioconductor-compspot	1235
bioconductor-conclus	6858
bioconductor-concordexr	2493
bioconductor-condcomp	5791
bioconductor-condiments	8286
bioconductor-confess	22800
bioconductor-confessdata	24899
bioconductor-connectivitymap	22157
bioconductor-consensus	26491
bioconductor-consensusclusterplus	50590
bioconductor-consensusde	22352
bioconductor-consensusov	31061
bioconductor-consensusseeker	33302
bioconductor-consica	4255
bioconductor-constand	9280
bioconductor-contibait	40669
bioconductor-conumee	15403
bioconductor-convert	32532
bioconductor-copa	30472
bioconductor-copdsexualdimorphism.data	25652
bioconductor-copyhelper	37522
bioconductor-copyneutralima	22640
bioconductor-copynumber	45893
bioconductor-copynumberplots	20280
bioconductor-copywriter	28476
bioconductor-cordon	23519
bioconductor-coregflux	10717
bioconductor-coregnet	35000
bioconductor-coregx	14360
bioconductor-cormotif	31531
bioconductor-cormut	10815
bioconductor-corral	12322
bioconductor-correp	32364
bioconductor-coseq	19176
bioconductor-cosia	2466
bioconductor-cosiadata	2533
bioconductor-cosmic.67	22442
bioconductor-cosmiq	38270
bioconductor-cosmosr	7987
bioconductor-cosnet	30798
bioconductor-cotan	2619
bioconductor-cottoncdf	4686
bioconductor-cottonprobe	4322
bioconductor-countclust	25038
bioconductor-countsimqc	24668
bioconductor-coveb	25540
bioconductor-coverageview	22512
bioconductor-covrna	30826
bioconductor-cpvsnp	32099
bioconductor-cqn	42612
bioconductor-crcl18	25684
bioconductor-crimage	31913
bioconductor-crisprbase	4426
bioconductor-crisprbowtie	2591
bioconductor-crisprbwa	4099
bioconductor-crisprdesign	4343
bioconductor-crisprscore	4403
bioconductor-crisprscoredata	4478
bioconductor-crisprseek	34752
bioconductor-crisprseekplus	31395
bioconductor-crisprshiny	206
bioconductor-crisprvariants	32338
bioconductor-crisprverse	3974
bioconductor-crisprviz	4080
bioconductor-crlmm	41010
bioconductor-crossicc	5436
bioconductor-crossmeta	22249
bioconductor-csar	33291
bioconductor-csaw	77894
bioconductor-csdr	7729
bioconductor-cssp	30064
bioconductor-cssq	14728
bioconductor-ctc	47389
bioconductor-ctcf	5715
bioconductor-ctdata	2487
bioconductor-ctdquerier	17351
bioconductor-ctexplorer	226
bioconductor-ctggem	6420
bioconductor-ctrap	22998
bioconductor-ctsge	36149
bioconductor-ctsv	4265
bioconductor-cummerbund	76769
bioconductor-curatedadipoarray	16992
bioconductor-curatedadipochip	17967
bioconductor-curatedadiporna	20156
bioconductor-curatedatlasqueryr	798
bioconductor-curatedbladderdata	20888
bioconductor-curatedbreastdata	22903
bioconductor-curatedcrcdata	24964
bioconductor-curatedmetagenomicdata	36948
bioconductor-curatedovariandata	55028
bioconductor-curatedtbdata	6772
bioconductor-curatedtcgadata	22774
bioconductor-customcmpdb	12097
bioconductor-customprodb	29210
bioconductor-cve	18566
bioconductor-cyanofilter	8750
bioconductor-cycle	22652
bioconductor-cydar	29277
bioconductor-cyp450cdf	4673
bioconductor-cytodx	23358
bioconductor-cytofast	10829
bioconductor-cytofpower	4977
bioconductor-cytofqc	2444
bioconductor-cytoglmm	9333
bioconductor-cytokernel	7621
bioconductor-cytolib	54212
bioconductor-cytomapper	17143
bioconductor-cytomds	214
bioconductor-cytomem	4318
bioconductor-cytomethic	73
bioconductor-cytoml	35538
bioconductor-cytopipeline	2463
bioconductor-cytopipelinegui	1171
bioconductor-cytotree	6735
bioconductor-cytoviewer	2512
bioconductor-dada2	650923
bioconductor-daglogo	24966
bioconductor-dama	30439
bioconductor-damefinder	14726
bioconductor-damirseq	20106
bioconductor-damsel	135
bioconductor-dapar	22669
bioconductor-dapardata	22558
bioconductor-dar	215
bioconductor-dart	22937
bioconductor-dasper	11001
bioconductor-data-packages	420256
bioconductor-davidtiling	22436
bioconductor-dbchip	20068
bioconductor-dcanr	20079
bioconductor-dcats	1238
bioconductor-dce	9053
bioconductor-dcgsa	36253
bioconductor-dchiprep	19962
bioconductor-ddct	32440
bioconductor-ddpcrclust	22924
bioconductor-dearseq	12949
bioconductor-debcam	14901
bioconductor-debrowser	22689
bioconductor-decipher	195315
bioconductor-deco	17878
bioconductor-decomplexdisease	26430
bioconductor-decomptumor2sig	19883
bioconductor-deconrnaseq	23619
bioconductor-decontam	174217
bioconductor-decontx	1501
bioconductor-deconvr	6792
bioconductor-decoupler	11288
bioconductor-deds	24311
bioconductor-deepbluer	29676
bioconductor-deeppincs	9311
bioconductor-deepsnv	53286
bioconductor-deeptarget	212
bioconductor-deformats	32355
bioconductor-degcre	202
bioconductor-degnorm	13157
bioconductor-degraph	31333
bioconductor-degreport	65890
bioconductor-degseq	48741
bioconductor-delayedarray	1300071
bioconductor-delayeddataframe	20124
bioconductor-delayedmatrixstats	477856
bioconductor-delayedrandomarray	10826
bioconductor-delayedtensor	6697
bioconductor-delocal	2477
bioconductor-deltacapturec	16436
bioconductor-deltagseg	22155
bioconductor-demand	32845
bioconductor-demixt	25550
bioconductor-demuxmix	4384
bioconductor-demuxsnp	1186
bioconductor-densvis	19922
bioconductor-dep	23659
bioconductor-depecher	25722
bioconductor-depinfer	4361
bioconductor-depmap	18123
bioconductor-deqms	31377
bioconductor-derfinder	39861
bioconductor-derfinderdata	28767
bioconductor-derfinderhelper	44554
bioconductor-derfinderplot	32042
bioconductor-descan2	32835
bioconductor-deseq	62569
bioconductor-deseq2	529615
bioconductor-desingle	22080
bioconductor-desousa2013	22451
bioconductor-despace	2489
bioconductor-destiny	28217
bioconductor-desubs	20402
bioconductor-dewseq	20053
bioconductor-dexma	9195
bioconductor-dexmadata	9410
bioconductor-dexseq	97280
bioconductor-dexus	35483
bioconductor-dfp	30618
bioconductor-dfplyr	238
bioconductor-dialignr	18002
bioconductor-diffbind	110325
bioconductor-diffcoexp	22609
bioconductor-diffcyt	23605
bioconductor-differentialregulation	5078
bioconductor-diffgeneanalysis	33236
bioconductor-diffhic	30985
bioconductor-difflogo	23181
bioconductor-diffloop	26886
bioconductor-diffloopdata	24081
bioconductor-diffustats	46141
bioconductor-diffutr	9273
bioconductor-diggit	21514
bioconductor-diggitdata	24706
bioconductor-dino	6601
bioconductor-dinor	222
bioconductor-dir.expiry	14404
bioconductor-director	33013
bioconductor-dirichletmultinomial	214859
bioconductor-discordant	32938
bioconductor-discorhythm	15161
bioconductor-distinct	16944
bioconductor-dittoseq	18482
bioconductor-divergence	20288
bioconductor-dks	22375
bioconductor-dlbcl	21783
bioconductor-dmcfb	16041
bioconductor-dmchmm	21685
bioconductor-dmelsgi	27821
bioconductor-dmrcaller	31438
bioconductor-dmrcate	28613
bioconductor-dmrcatedata	33289
bioconductor-dmrforpairs	21324
bioconductor-dmrscan	19519
bioconductor-dmrseq	26958
bioconductor-dnabarcodecompatibility	20124
bioconductor-dnabarcodes	44680
bioconductor-dnacopy	142324
bioconductor-dnafusion	4288
bioconductor-dnashaper	46615
bioconductor-dnazoodata	2530
bioconductor-do.db	41665
bioconductor-dominoeffect	25755
bioconductor-dominosignal	224
bioconductor-donapllp2013	22610
bioconductor-doppelgangr	42732
bioconductor-doqtl	20119
bioconductor-dorothea	15419
bioconductor-doscheda	23877
bioconductor-dose	115693
bioconductor-doser	20065
bioconductor-doubletrouble	2446
bioconductor-dpeak	15009
bioconductor-drawproteins	23783
bioconductor-dream4	18726
bioconductor-dresscheck	24945
bioconductor-drimseq	40131
bioconductor-drivernet	32899
bioconductor-droplettestfiles	12271
bioconductor-dropletutils	59332
bioconductor-drosgenome1.db	6956
bioconductor-drosgenome1cdf	4638
bioconductor-drosgenome1probe	4697
bioconductor-drosophila2.db	6413
bioconductor-drosophila2cdf	4614
bioconductor-drosophila2probe	4673
bioconductor-drugtargetinteractions	9161
bioconductor-drugvsdisease	32620
bioconductor-drugvsdiseasedata	33345
bioconductor-dsimer	14894
bioconductor-dsqtl	13229
bioconductor-dss	46084
bioconductor-dstruct	6728
bioconductor-dta	33840
bioconductor-dualks	17676
bioconductor-dune	13892
bioconductor-duoclustering2018	22325
bioconductor-dupchecker	20924
bioconductor-duplexdiscoverer	222
bioconductor-dupradar	62006
bioconductor-dvddata	25748
bioconductor-dyebias	32134
bioconductor-dyebiasexamples	22864
bioconductor-dyndoc	34269
bioconductor-easier	6669
bioconductor-easierdata	6932
bioconductor-easycelltype	3233
bioconductor-easylift	1234
bioconductor-easyqpcr	10707
bioconductor-easyreporting	13985
bioconductor-easyrnaseq	28582
bioconductor-eatonetalchipseq	22694
bioconductor-ebarrays	47790
bioconductor-ebcoexpress	29565
bioconductor-ebimage	68168
bioconductor-ebsea	32904
bioconductor-ebseq	100041
bioconductor-ebseqhmm	25695
bioconductor-ecoli2.db	6949
bioconductor-ecoli2cdf	4625
bioconductor-ecoli2probe	4671
bioconductor-ecoliasv2cdf	4626
bioconductor-ecoliasv2probe	4677
bioconductor-ecolicdf	4594
bioconductor-ecolik12.db0	22818
bioconductor-ecolileucine	22833
bioconductor-ecoliprobe	4650
bioconductor-ecolisakai.db0	22941
bioconductor-ecolitk	23844
bioconductor-edaseq	52266
bioconductor-edda	28513
bioconductor-edge	30883
bioconductor-edger	502280
bioconductor-edirquery	2486
bioconductor-eds	5195
bioconductor-eegc	19728
bioconductor-egad	23068
bioconductor-egsea	32579
bioconductor-egseadata	38301
bioconductor-eir	25692
bioconductor-eisa	12189
bioconductor-eisar	15443
bioconductor-elbow	13732
bioconductor-elmer	28694
bioconductor-elmer.data	25286
bioconductor-emdomics	22990
bioconductor-empiricalbrownsmethod	32895
bioconductor-emtdata	9628
bioconductor-encodexplorer	24647
bioconductor-encodexplorerdata	9072
bioconductor-enhancedvolcano	34066
bioconductor-enhancerhomologsearch	9090
bioconductor-enmcb	15115
bioconductor-enmix	25460
bioconductor-enrichdo	195
bioconductor-enrichedheatmap	31285
bioconductor-enrichmentbrowser	28280
bioconductor-enrichplot	68205
bioconductor-enrichtf	19581
bioconductor-enrichviewnet	802
bioconductor-ensdb.hsapiens.v75	11894
bioconductor-ensdb.hsapiens.v79	5269
bioconductor-ensdb.hsapiens.v86	10113
bioconductor-ensdb.mmusculus.v75	4609
bioconductor-ensdb.mmusculus.v79	6862
bioconductor-ensdb.rnorvegicus.v75	4943
bioconductor-ensdb.rnorvegicus.v79	4742
bioconductor-ensembldb	132472
bioconductor-ensemblvep	34097
bioconductor-envisionquery	11165
bioconductor-epialleler	11151
bioconductor-epicompare	3327
bioconductor-epidecoder	9333
bioconductor-epidish	24095
bioconductor-epigenomix	32995
bioconductor-epigrahmm	13993
bioconductor-epihet	19121
bioconductor-epimix	4179
bioconductor-epimix.data	3844
bioconductor-epimutacions	2731
bioconductor-epimutacionsdata	6059
bioconductor-epinem	10847
bioconductor-epiregulon	225
bioconductor-epiregulon.extra	205
bioconductor-epistack	6855
bioconductor-epistasisga	4686
bioconductor-epitxdb	17226
bioconductor-epitxdb.hs.hg38	6133
bioconductor-epitxdb.mm.mm10	6306
bioconductor-epitxdb.sc.saccer3	6298
bioconductor-epivizr	32569
bioconductor-epivizrchart	21798
bioconductor-epivizrdata	31247
bioconductor-epivizrserver	33080
bioconductor-epivizrstandalone	32513
bioconductor-erccdashboard	24570
bioconductor-erma	24081
bioconductor-erssa	22837
bioconductor-esatac	31117
bioconductor-escape	12421
bioconductor-escher	2399
bioconductor-esetvis	32290
bioconductor-estrogen	23759
bioconductor-etec16s	22259
bioconductor-eudysbiome	31901
bioconductor-eupathdb	4521
bioconductor-evaluomer	22398
bioconductor-eventpointer	23898
bioconductor-ewce	9368
bioconductor-ewcedata	9601
bioconductor-excluderanges	3029
bioconductor-excluster	23171
bioconductor-eximir	32632
bioconductor-exomecopy	56410
bioconductor-exomepeak	16004
bioconductor-exomepeak2	13208
bioconductor-experimenthub	45088
bioconductor-experimenthubdata	22848
bioconductor-experimentsubset	11527
bioconductor-explorase	11210
bioconductor-exploremodelmatrix	14791
bioconductor-expressionatlas	22330
bioconductor-expressionnormalizationworkflow	3262
bioconductor-expressionview	20861
bioconductor-extrachips	4286
bioconductor-faahko	27853
bioconductor-fabia	41729
bioconductor-fabiadata	23514
bioconductor-facopy.annot	7959
bioconductor-facsdorit	10293
bioconductor-factdesign	22780
bioconductor-factr	4277
bioconductor-famagg	25338
bioconductor-famat	11771
bioconductor-fantom3and4cage	23061
bioconductor-farms	36664
bioconductor-fastliquidassociation	22900
bioconductor-fastqcleaner	30754
bioconductor-fastreer	4297
bioconductor-fastseg	65568
bioconductor-fcbf	20268
bioconductor-fccac	33338
bioconductor-fci	22504
bioconductor-fcoex	14901
bioconductor-fcscan	17343
bioconductor-fdb.fantom4.promoters.hg19	4519
bioconductor-fdb.infiniummethylation.hg18	4433
bioconductor-fdb.infiniummethylation.hg19	12733
bioconductor-fdb.ucsc.snp135common.hg19	4565
bioconductor-fdb.ucsc.snp137common.hg19	4577
bioconductor-fdb.ucsc.trnas	4616
bioconductor-fdrame	31795
bioconductor-feast	11162
bioconductor-featseekr	2329
bioconductor-fedup	9267
bioconductor-fella	23372
bioconductor-fem	10774
bioconductor-fenr	1213
bioconductor-ffpe	31853
bioconductor-ffpeexampledata	22531
bioconductor-fgga	9193
bioconductor-fgnet	25177
bioconductor-fgsea	101611
bioconductor-fibroeset	25209
bioconductor-fieldeffectcrc	12209
bioconductor-filterffpe	12155
bioconductor-findit2	6697
bioconductor-findmyfriends	36243
bioconductor-fis	37762
bioconductor-fishalyser	42274
bioconductor-fishpond	28842
bioconductor-fission	22478
bioconductor-fitcons.ucsc.hg19	4575
bioconductor-fithic	47249
bioconductor-flagme	40879
bioconductor-flames	9569
bioconductor-fletcher2013a	25297
bioconductor-fletcher2013b	23087
bioconductor-flipflop	15621
bioconductor-flowai	61488
bioconductor-flowbeads	31430
bioconductor-flowbin	21207
bioconductor-flowcatchr	23041
bioconductor-flowchic	22823
bioconductor-flowcl	49955
bioconductor-flowclean	33230
bioconductor-flowclust	31680
bioconductor-flowcore	71319
bioconductor-flowcut	12688
bioconductor-flowcybar	22759
bioconductor-flowdensity	50695
bioconductor-flowfit	8080
bioconductor-flowfitexampledata	13429
bioconductor-flowfp	52223
bioconductor-flowgate	2444
bioconductor-flowgraph	9286
bioconductor-flowmap	31222
bioconductor-flowmatch	39325
bioconductor-flowmeans	22904
bioconductor-flowmerge	22647
bioconductor-flowpeaks	46020
bioconductor-flowploidy	33028
bioconductor-flowploidydata	22171
bioconductor-flowplots	22770
bioconductor-flowq	10196
bioconductor-flowqb	4002
bioconductor-flowqbdata	8212
